item_id	module	type	ru_text	en_text_draft	ru_option_a	en_option_a_draft	ru_option_b	en_option_b_draft	review_status	source_note
Q71	P72	comparative	Если сохранить можно только один механизм, что для вас труднее заменить? показана. самостоятельную привлекательность.	If only one mechanism could be retained, which would be harder for you to replace?	Чтобы одна и та же форма сильно менялась для меня из-за способа, которым она	Having the same form change strongly for me depending on how it is presented.	Чтобы отдельный рельеф, переход или анатомическая деталь сохраняли	Having a specific contour, transition, or anatomical detail retain its own attractiveness.	DRAFT / SEMANTIC AUDIT REQUIRED	SOURCE CONCATENATION ANOMALY IN CURRENT RUNTIME EXPORT - verify against frozen scientific authority before release
Q72	P72	comparative	Если сохранить можно только один механизм, что для вас труднее заменить? возбуждения.	If only one mechanism could be retained, which would be harder for you to replace?	Чтобы красивый визуальный образ непосредственно включал эротическую реакцию.	Having a beautiful visual image directly activate an erotic response.	Чтобы взаимный взгляд и совместное создание атмосферы становились частью	Having mutual gaze and jointly creating the atmosphere become part of arousal.	DRAFT / SEMANTIC AUDIT REQUIRED	SOURCE CONCATENATION ANOMALY IN CURRENT RUNTIME EXPORT - verify against frozen scientific authority before release
D01	P72D	likert	Мне было важно периодически чувствовать, что другой человек сам создаёт эротическое пространство, а не ждёт моей постоянной режиссуры.	It was important for me to periodically feel that the other person was actively creating erotic space themselves rather than waiting for me to direct it all the time.					DRAFT / SEMANTIC AUDIT REQUIRED	
D02	P72D	likert	Если стресс, усталость или временное снижение либидо уменьшали желание, оно могло восстановиться после изменения состояния.	If stress, fatigue, or a temporary drop in libido reduced my desire, it could recover after my state changed.					DRAFT / SEMANTIC AUDIT REQUIRED	
D03	P72D	likert	Моё желание лучше сохранялось, когда партнёр оставался самостоятельным человеком со своей отдельностью, а не полностью сливался со мной.	My desire was better sustained when my partner remained an autonomous person with a separateness of their own rather than fully merging with me.					DRAFT / SEMANTIC AUDIT REQUIRED	
D04	P72D	likert	Когда сильное желание реализовывалось в сексе, партнёр обычно сохранял для меня примерно ту же эротическую категорию и притягательность.	When strong desire was fulfilled through sex, my partner usually remained in roughly the same erotic category and retained similar attractiveness for me.					DRAFT / SEMANTIC AUDIT REQUIRED	
D05	P72D	likert	С ростом доверия и знания человека моё сексуальное желание к нему могло становиться глубже.	As trust and knowledge of the person grew, my sexual desire for them could deepen.					DRAFT / SEMANTIC AUDIT REQUIRED	
D06	P72D	likert	По мере более глубокого знакомства я мог(ла) обнаруживать в том же партнёре новые эротические стороны, которых раньше не замечал(а).	As I got to know the same partner more deeply, I could discover new erotic sides of them that I had not noticed before.					DRAFT / SEMANTIC AUDIT REQUIRED	
D07	P72D	likert	Самостоятельная эротическая инициатива партнёра была для меня отдельным источником возбуждения.	A partner’s independent erotic initiative was a distinct source of arousal for me.					DRAFT / SEMANTIC AUDIT REQUIRED	
D08	P72D	likert	Эмоциональная близость и доверие могли усиливать моё сексуальное желание к партнёру.	Emotional closeness and trust could strengthen my sexual desire for a partner.					DRAFT / SEMANTIC AUDIT REQUIRED	
D09	P72D	likert	Чем дольше длилось знакомство, тем чаще мне требовался дополнительный стимул, чтобы включиться с прежней силой.	The longer I had known someone, the more often I needed additional stimulation to become engaged with the same intensity as before.					DRAFT / SEMANTIC AUDIT REQUIRED	
D10	P72D	likert	После периода сексуальной скуки или однообразия удачная смена сценария могла заметно восстановить мой интерес.	After a period of sexual boredom or sameness, a successful change in scenario could noticeably restore my interest.					DRAFT / SEMANTIC AUDIT REQUIRED	
D11	P72D	likert	Удачный сексуальный контакт мог сделать партнёра для меня более эротически привлекательным в последующие дни.	A satisfying sexual encounter could make my partner more erotically attractive to me over the following days.					DRAFT / SEMANTIC AUDIT REQUIRED	
D12	P72D	likert	Новая сторона знакомого человека обычно уступала по силе ощущению совершенно нового человека.	A new side of a familiar person was usually less powerful for me than the feeling of an entirely new person.					DRAFT / SEMANTIC AUDIT REQUIRED	
D13	P72D	likert	После реализации желания человек мог оставаться для меня очень красивым и эстетически привлекательным, но сексуально возбуждать заметно меньше.	After desire had been fulfilled, a person could remain very beautiful and aesthetically attractive to me while becoming noticeably less sexually arousing.					DRAFT / SEMANTIC AUDIT REQUIRED	
D14	P72D	likert	Избыток бытового слияния и фиксированных ролей мог постепенно переводить близкого человека для меня в менее сексуальную категорию.	Excessive merging in everyday life and fixed roles could gradually shift someone close to me into a less sexual category.					DRAFT / SEMANTIC AUDIT REQUIRED	
D15	P72D	likert	После периода привычности желание могло снова нарастать внутри тех же отношений и становиться сильным, даже если партнёр оставался тем же.	After a period of familiarity, desire could build again within the same relationship and become strong even though the partner remained the same.					DRAFT / SEMANTIC AUDIT REQUIRED	
D16	P72D	likert	После отказа или несовпадения желания в конкретный момент я обычно мог(ла) вернуться к эротическому контакту без длительного остаточного охлаждения.	After rejection or a mismatch in desire at a particular moment, I could usually return to erotic contact without prolonged residual cooling.					DRAFT / SEMANTIC AUDIT REQUIRED	
D17	P72D	likert	Если партнёр в основном только откликался, но редко сам начинал или предлагал, моё желание со временем становилось менее живым.	If my partner mostly responded but rarely initiated or suggested things themselves, my desire became less alive over time.					DRAFT / SEMANTIC AUDIT REQUIRED	
D18	P72D	likert	После длительного периода похожих сексуальных эпизодов желание к тому же человеку заметно снижалось.	After a long period of similar sexual encounters, my desire for the same person noticeably decreased.					DRAFT / SEMANTIC AUDIT REQUIRED	
D19	P72D	likert	После сексуального контакта бывало, что человек довольно быстро начинал восприниматься мной прежде всего как близкий собеседник, приятель или друг.	After sexual contact, it sometimes happened that I quickly began to perceive the person primarily as a close conversational partner, companion, or friend.					DRAFT / SEMANTIC AUDIT REQUIRED	
D20	P72D	likert	Когда я уже очень хорошо знал(а) партнёра, по-настоящему сильное обновление желания чаще требовало смены человека.	When I already knew a partner very well, truly strong renewal of desire more often required a change of person.					DRAFT / SEMANTIC AUDIT REQUIRED	
D21	P72D	likert	Рост эмоциональной близости сам по себе обычно мало менял силу моего сексуального желания.	An increase in emotional closeness by itself usually changed the strength of my sexual desire very little.					DRAFT / SEMANTIC AUDIT REQUIRED	
D22	P72D	likert	Меня сильнее вовлекал партнёр, у которого было собственное эротическое намерение, а не только готовность поддержать моё.	I was more strongly engaged by a partner who had erotic intention of their own rather than only a willingness to support mine.					DRAFT / SEMANTIC AUDIT REQUIRED	
D23	P72D	likert	После серьёзного конфликта желание могло вернуться, когда между нами действительно восстанавливался контакт.	After a serious conflict, desire could return when contact between us was genuinely restored.					DRAFT / SEMANTIC AUDIT REQUIRED	
D24	P72D	likert	Даже при хороших отношениях постепенное привыкание могло само по себе уменьшать эротическое напряжение.	Even in a good relationship, gradual habituation could by itself reduce erotic tension.					DRAFT / SEMANTIC AUDIT REQUIRED	
D25	P72D	likert	Когда большинство реакций партнёра становились предсказуемыми, моё сексуальное внимание обычно слабело.	When most of a partner’s responses became predictable, my sexual attention usually weakened.					DRAFT / SEMANTIC AUDIT REQUIRED	
D26	P72D	likert	Если привычный формат начинал терять силу, я мог(ла) сам(а) предложить новую вариацию или способ взаимодействия.	If a familiar format began to lose its effect, I could suggest a new variation or way of interacting myself.					DRAFT / SEMANTIC AUDIT REQUIRED	
D27	P72D	likert	Один неудачный сексуальный эпизод обычно не разрушал моё дальнейшее эротическое восприятие партнёра.	A single unsuccessful sexual episode usually did not undermine my subsequent erotic perception of my partner.					DRAFT / SEMANTIC AUDIT REQUIRED	
D28	P72D	likert	Бытовая привычность и глубокая привязанность могли сосуществовать с эротическим интересом, почти не усиливая и не ослабляя его.	Everyday familiarity and deep attachment could coexist with erotic interest while hardly strengthening or weakening it.					DRAFT / SEMANTIC AUDIT REQUIRED	
D29	P72D	likert	Чем меньше в человеке оставалось загадки и неизвестности, тем труднее мне было сохранять прежнее эротическое напряжение.	The less mystery and unknown remained in a person, the harder it was for me to maintain the same erotic tension.					DRAFT / SEMANTIC AUDIT REQUIRED	
D30	P72D	likert	После хорошего сексуального контакта ощущение личной связи и значимости этого человека для меня обычно возрастало.	After a satisfying sexual encounter, my sense of personal connection with and significance of that person usually increased.					DRAFT / SEMANTIC AUDIT REQUIRED	
D31	P72D	likert	После реализации сильного сексуального желания мой эротический интерес к человеку иногда резко падал.	After strong sexual desire had been fulfilled, my erotic interest in the person sometimes dropped sharply.					DRAFT / SEMANTIC AUDIT REQUIRED	
D32	P72D	likert	После месяцев или лет знакомства мой сексуальный интерес к тому же человеку мог заметно возобновляться, не требуя смены партнёра.	After months or years of knowing someone, my sexual interest in the same person could noticeably renew without requiring a change of partner.					DRAFT / SEMANTIC AUDIT REQUIRED	
D33	P72D	likert	В длительной связи хорошо знакомое тело и образ могли оставаться для меня эротически значимыми без постоянного эффекта новизны.	In a long-term relationship, a familiar body and image could remain erotically significant to me without a constant effect of novelty.					DRAFT / SEMANTIC AUDIT REQUIRED	
D34	P72D	likert	При заметных изменениях внешности или тела партнёра я мог(ла) со временем находить новые способы эротически воспринимать его или её.	When a partner’s appearance or body changed noticeably, I could over time find new ways of perceiving them erotically.					DRAFT / SEMANTIC AUDIT REQUIRED	
D35	P72D	likert	Когда отношения становились слишком семейными, слитыми и предсказуемыми, партнёр мог начать восприниматься мной менее эротически.	When a relationship became too familial, merged, and predictable, I could begin to perceive my partner as less erotic.					DRAFT / SEMANTIC AUDIT REQUIRED	
D36	P72D	likert	Если партнёр временно становился пассивнее, я иногда мог(ла) сам(а) вернуть эротическую динамику, а не только ждать его или её инициативы.	If my partner became temporarily more passive, I could sometimes restore the erotic dynamic myself rather than only waiting for their initiative.					DRAFT / SEMANTIC AUDIT REQUIRED	
D37	P72D	likert	Мне было естественно попеременно быть инициатором и откликающимся, а не постоянно оставаться в одной роли.	It felt natural to me to alternate between initiating and responding rather than remaining in one role all the time.					DRAFT / SEMANTIC AUDIT REQUIRED	
D38	P72D	likert	Если привычный сексуальный сценарий переставал работать, я мог(ла) перестроиться и найти другой путь к вовлечению.	If a familiar sexual scenario stopped working, I could adapt and find another route into involvement.					DRAFT / SEMANTIC AUDIT REQUIRED	
D39	P72D	likert	После сексуальной близости у меня часто усиливались нежность и чувство эмоциональной привязанности к партнёру.	After sexual intimacy, my tenderness and sense of emotional attachment toward my partner often increased.					DRAFT / SEMANTIC AUDIT REQUIRED	
D40	P72D	likert	После исчезновения эффекта первой новизны эротический интерес к партнёру мог сохранять прежнюю силу.	After the effect of initial novelty faded, my erotic interest in my partner could remain just as strong.					DRAFT / SEMANTIC AUDIT REQUIRED	
D41	P72D	likert	Углубление знания партнёра могло само создавать новое эротическое содержание, а не только уменьшать неизвестность.	Deepening knowledge of my partner could itself create new erotic content rather than only reduce the unknown.					DRAFT / SEMANTIC AUDIT REQUIRED	
D42	P72D	likert	Для сохранения эротического напряжения мне было важно, чтобы даже в близкой связи между нами оставалось некоторое психологическое пространство.	To sustain erotic tension, it was important to me that some psychological space remained between us even in a close relationship.					DRAFT / SEMANTIC AUDIT REQUIRED	
D43	P72D	likert	Я обычно мог(ла) сам(а) инициировать эротический контакт, не дожидаясь явного первого шага партнёра.	I could usually initiate erotic contact myself without waiting for an explicit first move from my partner.					DRAFT / SEMANTIC AUDIT REQUIRED	
D44	P72D	likert	Привычность сама по себе не делала близкого человека для меня менее сексуальным.	Familiarity by itself did not make someone close to me feel less sexual.					DRAFT / SEMANTIC AUDIT REQUIRED	
D45	P72D	likert	После длительного периода без секса я мог(ла) постепенно снова настроиться на этого же партнёра, а не чувствовать, что связь уже потеряна.	After a long period without sex, I could gradually attune to the same partner again rather than feeling that the connection had already been lost.					DRAFT / SEMANTIC AUDIT REQUIRED	
D46	P72D	likert	После длительного привыкания мой интерес обычно легче запускался новым человеком, чем обновлением контакта с тем же партнёром.	After prolonged habituation, my interest was usually more easily activated by a new person than by renewing contact with the same partner.					DRAFT / SEMANTIC AUDIT REQUIRED	
D47	P72D	likert	Чувство безопасности с партнёром позволяло мне эротически раскрываться сильнее, а не только расслабляться.	Feeling safe with my partner allowed me to open up more erotically rather than merely relax.					DRAFT / SEMANTIC AUDIT REQUIRED	
D48	P72D	likert	После реализации сильного влечения сексуальное желание к этому человеку нередко становилось ещё сильнее.	After strong attraction had been fulfilled, my sexual desire for that person often became even stronger.					DRAFT / SEMANTIC AUDIT REQUIRED	
AO01	AO12	likert	Когда эмоционально важный мне человек становится заметно менее доступным, у меня быстро возникает тревога, что наша связь ослабевает.	When someone who is emotionally important to me becomes noticeably less available, I quickly become anxious that our connection is weakening.					DRAFT / SEMANTIC AUDIT REQUIRED	
AO02	AO12	likert	Когда я замечаю, что эмоционально нуждаюсь в близком человеке, мне хочется меньше показывать эту потребность и справиться с ней самостоятельно.	When I notice that I emotionally need someone close to me, I want to show that need less and handle it on my own.					DRAFT / SEMANTIC AUDIT REQUIRED	
AO03	AO12	likert	Если близкий мне человек просит больше пространства или времени для себя, мне трудно не воспринимать это как возможное ослабление его чувств ко мне.	If someone close to me asks for more space or time for themselves, I find it difficult not to interpret this as a possible weakening of their feelings for me.					DRAFT / SEMANTIC AUDIT REQUIRED	
AO04	AO12	likert	Мне некомфортно чувствовать, что моё эмоциональное состояние заметно зависит от поддержки близкого человека.	I feel uncomfortable when my emotional state noticeably depends on support from someone close to me.					DRAFT / SEMANTIC AUDIT REQUIRED	
AO05	AO12	likert	Когда мне неясно, насколько близкий человек по-прежнему вовлечён в нашу связь, мне сильно хочется получить подтверждение, что между нами всё в порядке.	When I am unsure how engaged someone close to me still is in our connection, I strongly want reassurance that things between us are all right.					DRAFT / SEMANTIC AUDIT REQUIRED	
AO06	AO12	likert	Чем важнее мне человек, тем труднее мне открыто показывать ему свою уязвимость, когда я действительно нуждаюсь в поддержке.	The more important someone is to me, the harder it is for me to openly show my vulnerability when I genuinely need support.					DRAFT / SEMANTIC AUDIT REQUIRED	
AO07	AO12	likert	После серьёзного напряжения между нами мне трудно полностью успокоиться, пока я не получу ясный знак, что наша связь по-прежнему важна для партнёра.	After serious tension between us, I find it difficult to fully calm down until I receive a clear sign that our connection still matters to my partner.					DRAFT / SEMANTIC AUDIT REQUIRED	
AO08	AO12	likert	Когда близкий человек пытается поддержать меня в эмоционально трудный момент, мне бывает трудно по-настоящему опереться на него, даже если я ему доверяю.	When someone close to me tries to support me during an emotionally difficult moment, I sometimes find it hard to truly rely on them even when I trust them.					DRAFT / SEMANTIC AUDIT REQUIRED	
AO09	AO12	likert	Небольшие изменения в тоне, внимании или частоте общения близкого человека могут заставить меня искать признаки того, что его чувства ко мне изменились.	Small changes in the tone, attention, or frequency of communication from someone close to me can make me look for signs that their feelings toward me have changed.					DRAFT / SEMANTIC AUDIT REQUIRED	
AO10	AO12	likert	Когда близкий человек старается очень глубоко включиться в мои переживания, у меня иногда возникает желание эмоционально отдалиться, даже если он настроен доброжелательно.	When someone close to me tries to become very deeply involved in what I am going through, I sometimes feel an urge to distance myself emotionally even when they mean well.					DRAFT / SEMANTIC AUDIT REQUIRED	
AO11	AO12	likert	Если я начинаю сомневаться, что значим(а) для партнёра так же сильно, как он для меня, эта мысль вызывает у меня заметное внутреннее напряжение.	If I begin to doubt that I matter to my partner as much as they matter to me, that thought creates noticeable inner tension.					DRAFT / SEMANTIC AUDIT REQUIRED	
AO12	AO12	likert	После конфликта мне трудно принимать эмоциональную поддержку именно от партнёра, даже если он искренне пытается восстановить контакт.	After a conflict, I find it difficult to accept emotional support specifically from my partner even when they are sincerely trying to restore contact.					DRAFT / SEMANTIC AUDIT REQUIRED	
SOMA01	SOMA24	likert	Когда сексуальное возбуждение только начинает возникать, я обычно замечаю первые изменения в собственном теле.	When sexual arousal is just beginning, I usually notice the first changes in my own body.					DRAFT / SEMANTIC AUDIT REQUIRED	
SOMA02	SOMA24	likert	Я обычно различаю телесное удовольствие от прикосновения и собственно сексуальное возбуждение.	I can usually distinguish bodily pleasure from touch from sexual arousal itself.					DRAFT / SEMANTIC AUDIT REQUIRED	
SOMA03	SOMA24	likert	Подходящий для меня ритм собственных движений обычно помогает поддерживать телесное возбуждение.	A rhythm of my own movements that feels right for me usually helps sustain bodily arousal.					DRAFT / SEMANTIC AUDIT REQUIRED	
SOMA04	SOMA24	likert	В некоторых эротических ситуациях собственные телесные ощущения становятся для меня менее отчётливыми, и вместе с этим возбуждение ощущается слабее.	In some erotic situations, my own bodily sensations become less distinct, and my arousal feels weaker along with them.					DRAFT / SEMANTIC AUDIT REQUIRED	
SOMA05	SOMA24	likert	В эротической ситуации мне обычно понятно, в каких частях собственного тела возбуждение ощущается наиболее заметно.	In an erotic situation, I can usually tell in which parts of my body arousal is most noticeable.					DRAFT / SEMANTIC AUDIT REQUIRED	
SOMA06	SOMA24	likert	Я замечаю, что изменение собственного дыхания во время возбуждения меняет то, как оно ощущается в теле.	I notice that changes in my own breathing during arousal change how the arousal feels in my body.					DRAFT / SEMANTIC AUDIT REQUIRED	
SOMA07	SOMA24	likert	Я обычно различаю эстетическое восхищение человеком и появление собственного телесного эротического возбуждения.	I can usually distinguish aesthetic admiration of a person from the emergence of my own bodily erotic arousal.					DRAFT / SEMANTIC AUDIT REQUIRED	
SOMA08	SOMA24	likert	Когда я начинаю следить за тем, как «должно» реагировать моё тело, мне становится труднее непосредственно чувствовать возбуждение.	When I start monitoring how my body “should” be responding, it becomes harder for me to directly feel arousal.					DRAFT / SEMANTIC AUDIT REQUIRED	
SOMA09	SOMA24	likert	Я обычно замечаю начало снижения телесного возбуждения, а не только момент, когда оно уже почти исчезло.	I usually notice when bodily arousal begins to decrease, not only when it has almost disappeared.					DRAFT / SEMANTIC AUDIT REQUIRED	
SOMA10	SOMA24	likert	Мне обычно заметна разница между телесной реакцией на эмоциональную близость и телесным эротическим откликом.	I usually notice a difference between my bodily response to emotional closeness and my bodily erotic response.					DRAFT / SEMANTIC AUDIT REQUIRED	
SOMA11	SOMA24	likert	Я замечаю, что изменение положения собственного тела меняет эротическую вовлечённость, даже когда внешняя стимуляция почти не меняется.	I notice that changing the position of my own body changes my erotic involvement even when external stimulation changes very little.					DRAFT / SEMANTIC AUDIT REQUIRED	
SOMA12	SOMA24	likert	Даже когда сексуальный интерес сохраняется, сильное мышечное напряжение у меня обычно делает телесное возбуждение менее доступным.	Even when sexual interest remains, strong muscular tension usually makes bodily arousal less accessible to me.					DRAFT / SEMANTIC AUDIT REQUIRED	
SOMA13	SOMA24	likert	По мере сексуального возбуждения я обычно замечаю изменения внутреннего телесного состояния — например, дыхания, тепла или пульсации.	As sexual arousal increases, I usually notice changes in my internal bodily state—for example breathing, warmth, or pulsation.					DRAFT / SEMANTIC AUDIT REQUIRED	
SOMA14	SOMA24	likert	Если физическая близость вызывает заметный телесный отклик, мне обычно понятно, сопровождается ли он сексуальным желанием.	If physical closeness produces a noticeable bodily response, I can usually tell whether it is accompanied by sexual desire.					DRAFT / SEMANTIC AUDIT REQUIRED	
SOMA15	SOMA24	likert	Направление внимания на собственные телесные ощущения заметно меняет интенсивность моего возбуждения.	Directing attention toward my own bodily sensations noticeably changes the intensity of my arousal.					DRAFT / SEMANTIC AUDIT REQUIRED	
SOMA16	SOMA24	likert	В некоторых эротических ситуациях телесная вовлечённость у меня ослабевает раньше, чем исчезает сам сексуальный интерес.	In some erotic situations, my bodily involvement weakens before my sexual interest itself disappears.					DRAFT / SEMANTIC AUDIT REQUIRED	
SOMA17	SOMA24	likert	По ходу эротической ситуации я обычно улавливаю изменения интенсивности телесного возбуждения.	As an erotic situation unfolds, I usually detect changes in the intensity of my bodily arousal.					DRAFT / SEMANTIC AUDIT REQUIRED	
SOMA18	SOMA24	likert	Даже при сильной телесной активации я обычно различаю сексуальное возбуждение и неэротическое волнение.	Even during strong bodily activation, I can usually distinguish sexual arousal from non-erotic excitement.					DRAFT / SEMANTIC AUDIT REQUIRED	
SOMA19	SOMA24	likert	Когда в эротической ситуации я начинаю активнее двигаться собственным телом, моё возбуждение обычно становится более выраженным.	When I begin moving my own body more actively in an erotic situation, my arousal usually becomes more pronounced.					DRAFT / SEMANTIC AUDIT REQUIRED	
SOMA20	SOMA24	likert	При очень интенсивных телесных ощущениях моя эротическая вовлечённость иногда снижается вместо того, чтобы усиливаться.	With very intense bodily sensations, my erotic involvement sometimes decreases rather than intensifies.					DRAFT / SEMANTIC AUDIT REQUIRED	
SOMA21	SOMA24	likert	В эротически значимой ситуации мне обычно заметно, когда телесный отклик остаётся слабым или почти не возникает.	In an erotically significant situation, I usually notice when my bodily response remains weak or barely arises.					DRAFT / SEMANTIC AUDIT REQUIRED	
SOMA22	SOMA24	likert	Если телесный отклик возникает неожиданно, я обычно могу определить, имеет ли он для меня эротический характер.	If a bodily response arises unexpectedly, I can usually determine whether it feels erotic to me.					DRAFT / SEMANTIC AUDIT REQUIRED	
SOMA23	SOMA24	likert	Изменение мышечного напряжения или расслабления собственного тела заметно меняет то, как я ощущаю сексуальное возбуждение.	Changes in muscular tension or relaxation in my own body noticeably change how I experience sexual arousal.					DRAFT / SEMANTIC AUDIT REQUIRED	
SOMA24	SOMA24	likert	Когда дыхание в эротической ситуации становится скованным или поверхностным, я обычно слабее ощущаю телесное возбуждение.	When my breathing becomes constrained or shallow in an erotic situation, I usually feel bodily arousal less strongly.					DRAFT / SEMANTIC AUDIT REQUIRED	
